231239,253961
183204,182369
167439,214842
155588,209429
149392,170051
138513,176487
129402,134456
122731,179623
113731,134693
111733,112677
103801,121936
101971,119214
95119,139008
94510,143056
90264,97710
86481,108009
83939,87793
82172,150631
79708,98851
75772,90235
74321,87368
71142,85425
70069,98364
67674,76486
69137,86265
66106,73926
65165,77527
62313,74675
63045,71923
60991,77798
59337,94914
64527,79701
64207,70169
56942,74742
54027,90758
53288,68262
52854,83143
51423,73159
49860,62548
48454,62496
49356,74546
49265,83469
48229,72186
45974,59155
44656,60559
44772,88785
48547,90666
44360,62527
42134,71977
41818,72650
40318,60744
40031,66936
39940,66850
38231,66365
37203,63373
37051,56040
36077,64370
35476,60816
36432,65481
34443,64023
35769,64312
33861,54159
33143,58994
32954,58550
33922,107124
31868,65192
31196,54360
30481,55056
29450,57875
29138,64055
28871,62353
29317,56955
28959,58496
29181,57463
28225,60193
28546,193020
41817,57524
29213,55483
27341,63976
28309,55628
26362,54213
28274,56409
26521,57716
30461,54205
29399,58732
29002,59028
28705,60919
28411,57554
28092,55020
27779,58226
27444,55173
27219,56236
26957,60619
26667,57041
26373,60075
26183,62445
25926,93689
26220,57809
25589,60303
25239,59896
25079,59363
25003,61418
24632,59790
24384,59539
29815,54400
29019,53539
28587,54905
28209,58029
28062,54670
27877,58211
27484,57932
27512,56736
27143,56097
26985,56419
26931,57294
26725,56584
26635,59383
26197,57035
26161,58537
25967,59892
25861,57763
25624,59839
25607,60861
25448,58115
25215,57252
24989,56781
24965,59686
28342,54746
28137,56587
27934,55296
27754,55924
27639,56346
27559,55983
27360,55816
27348,55287
27294,56662
27153,54851
27175,55909
26832,55144
26914,56718
26673,56284
26538,55543
26369,55785
26357,56308
26266,55538
26158,55754
26087,57162
25919,56258
28183,56294
28093,55056
28065,55137
27918,55024
27944,56212
27775,58093
27524,55991
27546,56593
27530,57185
27487,56774
27403,58154
27231,56855
27187,56048
27185,54694
27130,57651
27104,56466
27106,57097
27028,56744
26853,56864
26734,55600
26783,57229
28374,56226
28059,55697
28036,56275
27931,55793
27857,56578
27791,55523
27788,55999
27768,56040
27757,55910
27628,56810
27617,55713
